"","pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_median_value","thy_resv_average_value","thy_resv_high_var","swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_max_value","dqi_min_value","dqi_median_value","dqi_average_value","hvv_max_value","hvv_min_value","hvv_median_value","hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
"11",0.540009,0.0439453,0.499123,0.0858545834497474,0,-Inf,NA,NA,0.246077,0.126582,0.1730215,0.16203523,200,0.246077,0.1730215,0.173286265,NA,NA,NA,NA,"(60,65]","(35,40]","(45,50]","(45,50]",NA,NA,NA,NA,NA,NA,NA,NA,107.611,104.536,106.013,105.787753819444,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-16
"12",2.21172,0.0439453,0.551503,0.0899181717609983,0,-Inf,NA,NA,0.292205,0.0994075,0.167001,0.15452831433506,193,0.292205,0.167001,0.166445994818653,NA,NA,NA,NA,"(65,70]","(40,45]","(50,55]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,108.366,104.859,106.306,106.331237731481,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-17
"13",1.89882,0.0439453,0.591224,0.0849064494756484,0,-Inf,NA,NA,0.229885,0.095227,0.144764,0.134979956721915,181,0.229885,0.144764,0.14606055801105,NA,NA,NA,NA,"(65,70]","(45,50]","(50,55]","(55,60]",NA,NA,NA,NA,NA,NA,NA,NA,108.536,105.61,106.5295,106.616057175926,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-18
"14",0.602548,0.0439453,0.152231,0.0872885866131366,0,-Inf,NA,NA,0.243407,0.105237,0.149617,0.138159742504409,189,0.243407,0.149617,0.149746275132275,NA,NA,NA,NA,"(65,70]","(45,50]","(50,55]","(55,60]",NA,NA,NA,NA,NA,NA,NA,NA,108.249,105.526,106.491,106.509805324074,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-19
"15",0.833804,0.0439453,0.604148,0.0893561002879819,0,-Inf,NA,NA,0.261513,0.108475,0.1447,0.136647404504504,185,0.261513,0.1447,0.146637664864865,NA,NA,NA,NA,"(60,65]","(50,55]","(55,60]","(55,60]",NA,NA,NA,NA,NA,NA,NA,NA,108.056,105.867,106.564,106.614826273148,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-20
"16",3.32361,0.0439453,0.158447,0.0933520511203103,0,-Inf,NA,NA,0.260898,0.106194,0.1430435,0.136149612007168,186,0.260898,0.1430435,0.145720989247312,NA,NA,NA,NA,"(65,70]","(40,45]","(45,50]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,108.15,105.114,106.1585,106.179134259259,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-21
"17",4.98697,0.0439453,0.224078,0.0984728243291442,0,-Inf,NA,NA,0.307576,0.102238,0.141887,0.133950725042301,197,0.307576,0.141887,0.14307638071066,NA,NA,NA,NA,"(65,70]","(35,40]","(45,50]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,107.383,104.271,105.57,105.552363541667,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-22
"18",0.57466,0.0439453,0.181191,0.098818612614794,0,-Inf,NA,NA,0.181016,0.101079,0.142353,0.134696762032086,187,0.181016,0.142353,0.143568732620321,NA,NA,NA,NA,"(60,65]","(35,40]","(45,50]","(45,50]",NA,NA,NA,NA,NA,NA,NA,NA,107.694,104.366,105.451,105.490458333333,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-23
"19",0.504893,0.0439453,0.158447,0.102843514964145,0,-Inf,NA,NA,0.169973,0.100586,0.141497,0.134665750841751,198,0.169973,0.141497,0.143224797979798,NA,NA,NA,NA,"(70,75]","(40,45]","(45,50]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,107.405,104.402,105.339,105.512681018519,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-24
"20",0.559332,0.0439453,0.158447,0.102227701609905,0,-Inf,NA,NA,0.234091,0.103384,0.142146,0.135117801587302,189,0.234091,0.142146,0.144391867724868,NA,NA,NA,NA,"(70,75]","(40,45]","(50,55]","(55,60]",NA,NA,NA,NA,NA,NA,NA,NA,107.63,104.59,105.92,105.864110648148,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-25
"21",0.57466,0.0439453,0.164428,0.104387083211362,0,-Inf,NA,NA,0.206569,0.105237,0.142403,0.136069617097701,232,0.206569,0.142403,0.143935715517241,NA,NA,NA,NA,"(65,70]","(35,40]","(50,55]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,107.539,104.484,106.017,105.848597569444,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-26
"22",0.555869,0.0439453,0.164428,0.106346742586894,0,-Inf,NA,NA,0.289827,0.103473,0.14151,0.135934785602504,213,0.289827,0.14151,0.144571262910798,NA,NA,NA,NA,"(65,70]","(40,45]","(45,50]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,107.945,104.525,105.442,105.714441782407,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-27
"23",0.191553,0.0439453,0.164428,0.105135035788902,0,-Inf,NA,NA,0.184421,0.103384,0.144395,0.136809004065041,205,0.184421,0.144395,0.145555146341463,NA,NA,NA,NA,"(70,75]","(50,55]","(60,65]","(60,65]",NA,NA,NA,NA,NA,NA,NA,NA,107.771,103.971,106.2245,106.189126041667,"0","0","15","1","0","0","0","0","0","0","0","0","0","0",2015-01-28
"24",5.16203,0,0.259984,0.109397854951272,0,-Inf,NA,NA,0.272415,0.0997588,0.141054,0.1354692184573,121,0.272415,0.141054,0.143766123966942,NA,NA,NA,NA,"(65,70]","(40,45]","(50,55]","(55,60]",NA,NA,NA,NA,NA,NA,NA,NA,107.482,92.1666,105.367,100.771399846951,"1","1","22","1","0","0","0","0","0","0","0","0","0","0",2015-01-29
"25",8.76299,0,0.17299,0.110005593900938,1,8.76299,8.76299,8.76299,0.288188,0.105359,0.139871,0.133677602725367,159,0.288188,0.139871,0.143069842767296,NA,NA,NA,NA,"(70,75]","(40,45]","(50,55]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,106.436,93.5712,105.105,103.5983640625,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-30
"26",0.512486,0.0439453,0.170199,0.107014570563319,0,-Inf,NA,NA,0.183844,0.106281,0.145424,0.137777916247906,199,0.183844,0.145424,0.147175231155779,NA,NA,NA,NA,"(70,75]","(40,45]","(50,55]","(50,55]",NA,NA,NA,NA,NA,NA,NA,NA,107.996,104.549,105.732,105.824487152778,"0","0","24","1","0","0","0","0","0","0","0","0","0","0",2015-01-31
